Year,Month,Day of the Week,Hour,Location Type,Status,Day Part
2019,June,Thursday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Monday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,5,"Single Home, House",Stolen,Overnight
2019,June,Tuesday,20,"Single Home, House",Stolen,Evening
2018,October,Saturday,19,Apartment,Stolen,Evening
2019,May,Wednesday,20,Apartment,Stolen,Evening
2019,June,Thursday,11,"Single Home, House",Stolen,Morning
2019,June,Friday,15,Convenience Stores,Stolen,Afternoon
2019,June,Tuesday,17,Apartment,Stolen,Afternoon
2019,June,Thursday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Friday,12,Bank And Other Financial Institutions,Stolen,Afternoon
2019,June,Thursday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Thursday,7,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,21,Apartment,Stolen,Evening
2016,June,Sunday,18,"Single Home, House",Stolen,Evening
2019,June,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Friday,16,Parking Lots,Stolen,Afternoon
2019,June,Friday,13,Apartment,Stolen,Afternoon
2019,June,Friday,16,Parking Lots,Stolen,Afternoon
2019,June,Thursday,19,Private Property Structure,Stolen,Evening
2019,June,Friday,11,Apartment,Stolen,Morning
2019,June,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Wednesday,17,Apartment,Stolen,Afternoon
2019,June,Saturday,20,Apartment,Stolen,Evening
2019,June,Friday,17,Apartment,Stolen,Afternoon
2019,June,Saturday,14,Other Non Commercial / Corporate Places,Stolen,Afternoon
2019,June,Saturday,19,Apartment,Stolen,Evening
2019,June,Friday,22,"Single Home, House",Stolen,Evening
2019,June,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,1,Parking Lots,Stolen,Overnight
2019,June,Friday,9,Private Property Structure,Stolen,Morning
2019,June,Friday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Friday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Saturday,1,"Single Home, House",Stolen,Overnight
2019,June,Sunday,11,"Single Home, House",Stolen,Morning
2019,June,Sunday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,5,Apartment,Stolen,Overnight
2019,June,Saturday,5,Apartment,Stolen,Overnight
2019,June,Sunday,11,"Single Home, House",Stolen,Morning
2019,June,Sunday,19,"Single Home, House",Stolen,Evening
2019,June,Sunday,11,"Single Home, House",Stolen,Morning
2019,April,Wednesday,18,Apartment,Stolen,Evening
2019,June,Friday,20,Apartment,Stolen,Evening
2019,June,Friday,15,Bank And Other Financial Institutions,Stolen,Afternoon
2019,June,Wednesday,19,Apartment,Stolen,Evening
2019,June,Monday,22,"Streets, Roads, Highways",Stolen,Evening
2019,June,Sunday,21,"Single Home, House",Stolen,Evening
2019,June,Monday,12,Apartment,Stolen,Afternoon
2019,June,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Friday,14,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Thursday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Thursday,23,"Streets, Roads, Highways",Stolen,Evening
2019,June,Sunday,14,Apartment,Stolen,Afternoon
2019,June,Saturday,18,Apartment,Stolen,Evening
2019,June,Friday,20,Apartment,Stolen,Evening
2019,June,Sunday,21,"Single Home, House",Recovered,Evening
2019,June,Monday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,April,Wednesday,18,Apartment,Stolen,Evening
2019,June,Thursday,9,Parking Lots,Stolen,Morning
2019,June,Tuesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2017,June,Saturday,10,"Single Home, House",Stolen,Morning
2019,June,Thursday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Tuesday,16,Apartment,Stolen,Afternoon
2019,June,Sunday,13,Apartment,Stolen,Afternoon
2019,June,Tuesday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Saturday,1,Apartment,Stolen,Overnight
2019,June,Thursday,14,"Single Home, House",Unknown,Afternoon
2019,June,Tuesday,13,"Single Home, House",Stolen,Afternoon
2019,June,Tuesday,1,Apartment,Stolen,Overnight
2019,June,Tuesday,9,Parking Lots,Stolen,Morning
2019,June,Tuesday,17,Bar / Restaurant,Stolen,Afternoon
2019,June,Tuesday,9,Parking Lots,Stolen,Morning
2019,June,Monday,16,"Single Home, House",Stolen,Afternoon
2019,June,Sunday,21,Apartment,Stolen,Evening
2019,June,Tuesday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Tuesday,9,Private Property Structure,Stolen,Morning
2019,June,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Monday,16,"Single Home, House",Stolen,Afternoon
2019,June,Thursday,14,"Single Home, House",Stolen,Afternoon
2019,June,Tuesday,16,Apartment,Stolen,Afternoon
2019,June,Wednesday,3,"Single Home, House",Stolen,Overnight
2019,June,Tuesday,15,Apartment,Stolen,Afternoon
2019,June,Wednesday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Monday,22,"Single Home, House",Stolen,Evening
2019,June,Tuesday,21,"Single Home, House",Stolen,Evening
2019,June,Tuesday,9,Bank And Other Financial Institutions,Stolen,Morning
2019,June,Tuesday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Saturday,16,Parking Lots,Stolen,Afternoon
2019,June,Saturday,5,Apartment,Stolen,Overnight
2019,June,Wednesday,12,Apartment,Stolen,Afternoon
2019,June,Friday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Thursday,3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Overnight
2019,June,Tuesday,21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Wednesday,14,Private Property Structure,Stolen,Afternoon
2019,June,Thursday,12,Parking Lots,Stolen,Afternoon
2019,June,Wednesday,19,Private Property Structure,Stolen,Evening
2019,June,Wednesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Tuesday,22,Parking Lots,Stolen,Evening
2019,June,Saturday,18,Apartment,Stolen,Evening
2019,June,Wednesday,12,"Single Home, House",Stolen,Afternoon
2019,June,Saturday,18,Apartment,Stolen,Evening
2019,June,Wednesday,23,"Single Home, House",Stolen,Evening
2019,June,Thursday,23,"Streets, Roads, Highways",Unknown,Evening
2019,June,Monday,2,"Single Home, House",Stolen,Overnight
2019,June,Thursday,19,Schools During Un-Supervised Activity,Stolen,Evening
2019,June,Friday,12,Schools During Un-Supervised Activity,Stolen,Afternoon
2019,June,Friday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Friday,1,Apartment,Stolen,Overnight
2019,June,Wednesday,19,Apartment,Stolen,Evening
2019,June,Monday,17,Parking Lots,Stolen,Afternoon
2019,June,Wednesday,18,Open Areas,Stolen,Evening
2019,June,Saturday,18,Apartment,Stolen,Evening
2019,June,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Wednesday,12,"Single Home, House",Stolen,Afternoon
2019,June,Thursday,3,Private Property Structure,Stolen,Overnight
2019,June,Wednesday,21,Apartment,Stolen,Evening
2019,June,Thursday,20,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Friday,1,Apartment,Stolen,Overnight
2019,June,Thursday,3,Private Property Structure,Stolen,Overnight
2019,June,Wednesday,5,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Thursday,20,Apartment,Unknown,Evening
2019,June,Thursday,19,Parking Lots,Stolen,Evening
2019,June,Sunday,16,Apartment,Stolen,Afternoon
2019,June,Thursday,21,Apartment,Stolen,Evening
2019,June,Wednesday,23,Apartment,Stolen,Evening
2019,June,Friday,8,Apartment,Stolen,Morning
2019,June,Thursday,23,"Streets, Roads, Highways",Stolen,Evening
2019,June,Sunday,10,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,17,Parking Lots,Stolen,Afternoon
2019,June,Saturday,5,Apartment,Stolen,Overnight
2019,June,Saturday,19,"Single Home, House",Stolen,Evening
2019,June,Saturday,19,"Single Home, House",Stolen,Evening
2019,June,Saturday,3,"Single Home, House",Stolen,Overnight
2019,June,Friday,23,Apartment,Stolen,Evening
2019,June,Saturday,19,"Single Home, House",Stolen,Evening
2019,June,Tuesday,19,Apartment,Stolen,Evening
2019,June,Sunday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Friday,4,Parking Lots,Stolen,Overnight
2019,June,Saturday,18,"Single Home, House",Stolen,Evening
2019,June,Friday,17,Ttc Subway Station,Stolen,Afternoon
2018,December,Thursday,17,Apartment,Stolen,Afternoon
2019,June,Sunday,10,Apartment,Stolen,Morning
2019,June,Thursday,3,Hospital / Institutions / Medical Facilities,Stolen,Overnight
2019,June,Sunday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,14,Apartment,Stolen,Afternoon
2019,June,Sunday,10,Apartment,Stolen,Morning
2019,June,Thursday,3,Hospital / Institutions / Medical Facilities,Stolen,Overnight
2019,June,Monday,9,Bank And Other Financial Institutions,Stolen,Morning
2019,June,Sunday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Wednesday,12,Apartment,Stolen,Afternoon
2019,June,Sunday,17,Ttc Bus Stop / Shelter / Loop,Stolen,Afternoon
2019,July,Monday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Friday,18,Apartment,Stolen,Evening
2019,July,Monday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Monday,15,Apartment,Stolen,Afternoon
2019,July,Monday,3,"Single Home, House",Stolen,Overnight
2019,June,Saturday,12,Parking Lots,Stolen,Afternoon
2019,July,Monday,5,"Single Home, House",Stolen,Overnight
2019,July,Tuesday,6,Open Areas,Stolen,Morning
2019,May,Tuesday,9,"Single Home, House",Stolen,Morning
2019,July,Tuesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Tuesday,10,Parking Lots,Stolen,Morning
2019,July,Tuesday,13,Private Property Structure,Stolen,Afternoon
2019,June,Sunday,17,Open Areas,Stolen,Afternoon
2019,June,Friday,19,Private Property Structure,Stolen,Evening
2019,June,Thursday,15,Apartment,Stolen,Afternoon
2019,June,Friday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Tuesday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,June,Sunday,17,Open Areas,Stolen,Afternoon
2019,June,Tuesday,6,"Streets, Roads, Highways",Recovered,Morning
2019,July,Wednesday,12,Apartment,Stolen,Afternoon
2019,June,Thursday,17,Parking Lots,Stolen,Afternoon
2019,July,Wednesday,6,Unknown,Stolen,Morning
2019,July,Wednesday,11,Private Property Structure,Stolen,Morning
2019,July,Wednesday,13,Private Property Structure,Stolen,Afternoon
2019,July,Wednesday,7,Open Areas,Stolen,Morning
2019,July,Wednesday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Wednesday,19,Apartment,Stolen,Evening
2019,July,Tuesday,22,Homeless Shelter / Mission,Stolen,Evening
2019,July,Wednesday,7,"Streets, Roads, Highways",Stolen,Morning
2019,July,Wednesday,13,Private Property Structure,Stolen,Afternoon
2018,December,Saturday,22,Apartment,Stolen,Evening
2018,December,Saturday,22,Apartment,Stolen,Evening
2019,July,Tuesday,17,Parking Lots,Stolen,Afternoon
2019,July,Tuesday,10,Commercial Dwelling Unit,Stolen,Morning
2019,July,Monday,22,Apartment,Stolen,Evening
2018,December,Saturday,22,Apartment,Stolen,Evening
2019,June,Saturday,12,Apartment,Stolen,Afternoon
2019,July,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,July,Tuesday,22,"Single Home, House",Stolen,Evening
2019,July,Wednesday,19,"Streets, Roads, Highways",Recovered,Evening
2019,June,Thursday,7,Apartment,Stolen,Morning
2019,June,Saturday,10,Apartment,Stolen,Morning
2019,July,Monday,19,Private Property Structure,Stolen,Evening
2019,July,Tuesday,22,Homeless Shelter / Mission,Stolen,Evening
2019,July,Wednesday,1,Apartment,Stolen,Overnight
2019,July,Tuesday,9,Unknown,Stolen,Morning
2019,July,Thursday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,July,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Thursday,8,Go Station,Stolen,Morning
2019,July,Thursday,8,Apartment,Stolen,Morning
2019,July,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,July,Wednesday,6,Go Station,Stolen,Morning
2019,July,Thursday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,July,Thursday,1,Private Property Structure,Stolen,Overnight
2019,July,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,July,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,July,Tuesday,23,Apartment,Stolen,Evening
2019,July,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Wednesday,22,Apartment,Stolen,Evening
2019,July,Thursday,15,Apartment,Stolen,Afternoon
2019,July,Thursday,19,Open Areas,Stolen,Evening
2019,July,Thursday,12,Parking Lots,Stolen,Afternoon
2019,July,Wednesday,18,Private Property Structure,Stolen,Evening
2019,June,Sunday,11,Apartment,Stolen,Morning
2019,July,Wednesday,21,Apartment,Stolen,Evening
2019,June,Monday,1,Go Station,Stolen,Overnight
2019,July,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2019,July,Friday,14,Parking Lots,Stolen,Afternoon
2019,July,Friday,9,Universities / Colleges,Stolen,Morning
2019,July,Friday,15,Parking Lots,Stolen,Afternoon
2019,July,Wednesday,23,"Streets, Roads, Highways",Stolen,Evening
2019,July,Friday,2,Private Property Structure,Stolen,Overnight
2019,July,Thursday,20,Parking Lots,Stolen,Evening
2019,July,Friday,23,Bar / Restaurant,Stolen,Evening
2019,July,Saturday,14,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Saturday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,July,Friday,17,Apartment,Stolen,Afternoon
2019,July,Saturday,18,"Streets, Roads, Highways",Stolen,Evening
2019,May,Friday,9,Apartment,Stolen,Morning
2019,July,Saturday,17,Apartment,Stolen,Afternoon
2019,July,Tuesday,1,"Streets, Roads, Highways",Stolen,Overnight
2019,July,Friday,16,Universities / Colleges,Stolen,Afternoon
2019,July,Saturday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,July,Saturday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,June,Sunday,20,Ttc Subway Station,Stolen,Evening
2019,July,Saturday,22,Apartment,Stolen,Evening
2019,July,Saturday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,July,Saturday,19,Apartment,Stolen,Evening
2019,July,Sunday,1,Private Property Structure,Stolen,Overnight
2019,July,Friday,9,Parking Lots,Stolen,Morning
2019,July,Friday,9,Parking Lots,Stolen,Morning
2019,July,Thursday,8,Schools During Supervised Activity,Stolen,Morning
2019,July,Saturday,15,"Single Home, House",Unknown,Afternoon
2019,July,Thursday,14,Commercial Dwelling Unit,Stolen,Afternoon
2019,July,Friday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,July,Monday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Saturday,19,Parking Lots,Stolen,Evening
2019,July,Saturday,23,Apartment,Stolen,Evening
2019,July,Friday,1,"Single Home, House",Stolen,Overnight
2019,July,Sunday,12,Apartment,Stolen,Afternoon
2019,July,Sunday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Sunday,2,Apartment,Stolen,Overnight
2019,July,Sunday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Sunday,9,Parking Lots,Stolen,Morning
2019,July,Thursday,17,Private Property Structure,Stolen,Afternoon
2019,June,Sunday,10,"Single Home, House",Stolen,Morning
2019,July,Sunday,1,Private Property Structure,Stolen,Overnight
2019,July,Friday,14,Apartment,Stolen,Afternoon
2019,July,Sunday,17,Private Property Structure,Stolen,Afternoon
2019,July,Sunday,20,"Single Home, House",Stolen,Evening
2019,July,Saturday,17,Apartment,Stolen,Afternoon
2019,July,Sunday,14,Apartment,Stolen,Afternoon
2019,July,Friday,17,Parking Lots,Stolen,Afternoon
2019,July,Saturday,18,"Single Home, House",Stolen,Evening
2019,July,Monday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,July,Monday,4,Parking Lots,Stolen,Overnight
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,July,Monday,8,Ttc Subway Train,Stolen,Morning
2019,June,Friday,11,"Streets, Roads, Highways",Stolen,Morning
2019,July,Monday,7,Ttc Subway Station,Stolen,Morning
2019,July,Monday,17,Parking Lots,Stolen,Afternoon
2019,July,Tuesday,19,Parking Lots,Stolen,Evening
2019,July,Monday,13,Bank And Other Financial Institutions,Stolen,Afternoon
2019,June,Sunday,10,Apartment,Stolen,Morning
2019,July,Monday,19,Bank And Other Financial Institutions,Stolen,Evening
2019,July,Monday,15,Apartment,Stolen,Afternoon
2019,June,Thursday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Sunday,6,Commercial Dwelling Unit,Stolen,Morning
2019,July,Monday,16,Parking Lots,Stolen,Afternoon
2019,July,Friday,23,"Single Home, House",Stolen,Evening
2019,July,Sunday,20,"Single Home, House",Stolen,Evening
2019,July,Monday,8,Private Property Structure,Stolen,Morning
2019,July,Monday,8,Private Property Structure,Stolen,Morning
2019,June,Friday,11,"Streets, Roads, Highways",Stolen,Morning
2019,July,Friday,23,"Single Home, House",Stolen,Evening
2019,July,Monday,13,"Single Home, House",Stolen,Afternoon
2019,July,Tuesday,11,Parking Lots,Stolen,Morning
2019,July,Tuesday,14,Ttc Subway Station,Stolen,Afternoon
2019,July,Tuesday,11,Hospital / Institutions / Medical Facilities,Stolen,Morning
2019,July,Tuesday,8,Go Station,Stolen,Morning
2019,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,12,Apartment,Stolen,Afternoon
2019,July,Sunday,9,"Single Home, House",Stolen,Morning
2019,July,Monday,16,Parking Lots,Stolen,Afternoon
2019,July,Tuesday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,12,Apartment,Stolen,Afternoon
2019,July,Monday,19,Parking Lots,Stolen,Evening
2019,July,Tuesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Monday,18,Apartment,Stolen,Evening
2019,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Tuesday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Tuesday,8,Private Property Structure,Stolen,Morning
2019,July,Tuesday,8,Private Property Structure,Stolen,Morning
2019,July,Tuesday,12,Other Non Commercial / Corporate Places,Stolen,Afternoon
2019,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,July,Monday,21,Schools During Un-Supervised Activity,Stolen,Evening
2019,July,Wednesday,20,"Streets, Roads, Highways",Stolen,Evening
2019,July,Wednesday,16,Parking Lots,Stolen,Afternoon
2019,July,Monday,22,Parking Lots,Stolen,Evening
2019,July,Wednesday,12,"Single Home, House",Stolen,Afternoon
2019,July,Wednesday,1,"Single Home, House",Stolen,Overnight
2019,July,Wednesday,12,"Single Home, House",Stolen,Afternoon
2019,July,Tuesday,22,Apartment,Stolen,Evening
2019,July,Tuesday,22,Apartment,Stolen,Evening
2019,July,Wednesday,9,Other Non Commercial / Corporate Places,Stolen,Morning
2019,July,Wednesday,12,"Single Home, House",Stolen,Afternoon
2019,July,Wednesday,17,Bar / Restaurant,Stolen,Afternoon
2019,July,Monday,21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,July,Wednesday,12,"Single Home, House",Stolen,Afternoon
