Year,Month,Day of the Week,Hour,Location Type,Status,Day Part
2019,May,Friday,11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,May,Tuesday,18,Universities / Colleges,Stolen,Evening
2019,May,Saturday,23,Private Property Structure,Stolen,Evening
2019,May,Tuesday,17,Parking Lots,Stolen,Afternoon
2019,May,Saturday,9,Apartment,Stolen,Morning
2019,May,Sunday,7,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Unknown,Morning
2019,May,Tuesday,8,Schools During Supervised Activity,Stolen,Morning
2019,May,Monday,23,Apartment,Stolen,Evening
2019,May,Monday,12,Apartment,Stolen,Afternoon
2019,May,Friday,21,Parking Lots,Stolen,Evening
2019,May,Saturday,9,Apartment,Stolen,Morning
2019,April,Tuesday,18,Parking Lots,Stolen,Evening
2019,May,Sunday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,May,Tuesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Wednesday,17,Bar / Restaurant,Stolen,Afternoon
2019,May,Tuesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Tuesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Wednesday,17,Bar / Restaurant,Stolen,Afternoon
2019,May,Wednesday,12,Apartment,Stolen,Afternoon
2019,May,Sunday,21,"Single Home, House",Stolen,Evening
2019,May,Tuesday,8,Private Property Structure,Stolen,Morning
2019,May,Wednesday,9,Apartment,Unknown,Morning
2019,May,Wednesday,5,Apartment,Stolen,Overnight
2019,May,Tuesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Wednesday,9,Apartment,Unknown,Morning
2019,May,Wednesday,9,Apartment,Stolen,Morning
2019,May,Wednesday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,May,Monday,14,Apartment,Stolen,Afternoon
2019,May,Wednesday,14,Apartment,Stolen,Afternoon
2019,May,Tuesday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,May,Tuesday,22,Apartment,Stolen,Evening
2019,May,Monday,18,Apartment,Stolen,Evening
2019,May,Sunday,19,"Streets, Roads, Highways",Unknown,Evening
2019,May,Wednesday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,May,Tuesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Tuesday,13,Private Property Structure,Stolen,Afternoon
2019,May,Monday,12,Apartment,Stolen,Afternoon
2019,May,Thursday,8,Schools During Un-Supervised Activity,Stolen,Morning
2019,May,Wednesday,22,Apartment,Stolen,Evening
2019,May,Monday,21,"Single Home, House",Stolen,Evening
2019,May,Wednesday,20,"Single Home, House",Stolen,Evening
2019,May,Friday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Friday,5,"Streets, Roads, Highways",Stolen,Overnight
2019,May,Wednesday,21,"Single Home, House",Stolen,Evening
2019,May,Monday,12,Apartment,Stolen,Afternoon
2019,May,Monday,12,"Single Home, House",Stolen,Afternoon
2019,May,Thursday,15,Apartment,Stolen,Afternoon
2019,May,Friday,17,Apartment,Stolen,Afternoon
2019,May,Friday,11,Private Property Structure,Stolen,Morning
2019,May,Sunday,21,Apartment,Stolen,Evening
2019,May,Saturday,1,Apartment,Stolen,Overnight
2019,May,Thursday,17,Private Property Structure,Stolen,Afternoon
2019,May,Thursday,17,Private Property Structure,Stolen,Afternoon
2019,May,Thursday,17,Private Property Structure,Stolen,Afternoon
2019,May,Thursday,23,Apartment,Stolen,Evening
2019,May,Saturday,20,"Single Home, House",Stolen,Evening
2019,May,Saturday,10,Apartment,Stolen,Morning
2019,May,Friday,14,Private Property Structure,Stolen,Afternoon
2019,May,Sunday,1,"Streets, Roads, Highways",Stolen,Overnight
2019,May,Sunday,18,Go Station,Stolen,Evening
2019,May,Saturday,23,Open Areas,Stolen,Evening
2019,May,Sunday,12,Private Property Structure,Stolen,Afternoon
2019,May,Sunday,3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Overnight
2019,May,Thursday,15,Apartment,Stolen,Afternoon
2019,May,Sunday,12,Private Property Structure,Stolen,Afternoon
2019,May,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Sunday,13,"Streets, Roads, Highways",Unknown,Afternoon
2019,May,Saturday,19,Parking Lots,Stolen,Evening
2019,May,Monday,13,Convenience Stores,Stolen,Afternoon
2019,May,Saturday,17,Apartment,Stolen,Afternoon
2019,May,Monday,11,"Single Home, House",Stolen,Morning
2019,May,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2019,May,Monday,8,Schools During Supervised Activity,Stolen,Morning
2019,May,Friday,8,Apartment,Stolen,Morning
2019,May,Friday,18,Apartment,Stolen,Evening
2019,May,Monday,8,Schools During Supervised Activity,Stolen,Morning
2019,May,Monday,9,"Streets, Roads, Highways",Stolen,Morning
2019,May,Monday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,May,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Monday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Friday,8,Apartment,Stolen,Morning
2019,May,Sunday,19,"Single Home, House",Stolen,Evening
2019,April,Monday,11,Apartment,Stolen,Morning
2019,May,Sunday,12,"Streets, Roads, Highways",Unknown,Afternoon
2019,May,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,May,Monday,18,"Streets, Roads, Highways",Stolen,Evening
2019,March,Wednesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Friday,22,Private Property Structure,Stolen,Evening
2019,May,Tuesday,17,Other Non Commercial / Corporate Places,Stolen,Afternoon
2019,May,Monday,2,Apartment,Stolen,Overnight
2019,May,Thursday,13,Universities / Colleges,Stolen,Afternoon
2019,May,Monday,2,Apartment,Stolen,Overnight
2019,May,Monday,2,Apartment,Stolen,Overnight
2019,May,Monday,18,"Streets, Roads, Highways",Stolen,Evening
2019,May,Saturday,12,Apartment,Stolen,Afternoon
2019,May,Monday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,May,Tuesday,8,"Single Home, House",Stolen,Morning
2019,May,Monday,2,Apartment,Stolen,Overnight
2019,May,Monday,8,Apartment,Stolen,Morning
2019,May,Wednesday,15,"Single Home, House",Stolen,Afternoon
2019,May,Sunday,15,Apartment,Stolen,Afternoon
2019,May,Tuesday,12,"Single Home, House",Stolen,Afternoon
2019,May,Saturday,8,Apartment,Stolen,Morning
2019,March,Friday,11,"Single Home, House",Stolen,Morning
2019,May,Tuesday,21,Apartment,Stolen,Evening
2019,May,Tuesday,21,Apartment,Stolen,Evening
2019,May,Saturday,8,Apartment,Stolen,Morning
2019,May,Wednesday,16,Parking Lots,Stolen,Afternoon
2019,May,Monday,18,Parking Lots,Stolen,Evening
2019,May,Monday,4,Ttc Subway Station,Stolen,Overnight
2019,May,Tuesday,1,Private Property Structure,Stolen,Overnight
2019,May,Tuesday,1,Private Property Structure,Stolen,Overnight
2019,May,Tuesday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,May,Wednesday,10,Apartment,Stolen,Morning
2019,May,Saturday,14,Apartment,Stolen,Afternoon
2019,May,Thursday,18,Convenience Stores,Stolen,Evening
2019,May,Thursday,15,Parking Lots,Stolen,Afternoon
2019,May,Wednesday,17,"Single Home, House",Stolen,Afternoon
2019,May,Thursday,8,Apartment,Stolen,Morning
2019,May,Thursday,3,Apartment,Stolen,Overnight
2019,May,Wednesday,20,"Streets, Roads, Highways",Stolen,Evening
2019,May,Wednesday,19,Hospital / Institutions / Medical Facilities,Stolen,Evening
2019,May,Monday,18,Apartment,Stolen,Evening
2019,May,Thursday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Tuesday,22,"Single Home, House",Stolen,Evening
2019,May,Thursday,10,"Single Home, House",Stolen,Morning
2019,May,Saturday,14,Apartment,Stolen,Afternoon
2019,May,Wednesday,17,"Single Home, House",Stolen,Afternoon
2019,May,Thursday,8,"Single Home, House",Stolen,Morning
2019,May,Monday,18,Apartment,Stolen,Evening
2019,May,Thursday,6,Apartment,Stolen,Morning
2019,May,Thursday,18,Apartment,Stolen,Evening
2019,May,Saturday,14,Parking Lots,Stolen,Afternoon
2019,May,Thursday,20,Apartment,Stolen,Evening
2019,May,Friday,21,"Single Home, House",Stolen,Evening
2019,May,Friday,8,Apartment,Stolen,Morning
2019,May,Saturday,12,Apartment,Stolen,Afternoon
2019,May,Friday,15,Apartment,Stolen,Afternoon
2019,May,Sunday,23,Apartment,Stolen,Evening
2019,May,Friday,14,Apartment,Stolen,Afternoon
2019,May,Thursday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Saturday,14,Parking Lots,Stolen,Afternoon
2019,June,Saturday,23,"Streets, Roads, Highways",Stolen,Evening
2019,June,Saturday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Thursday,20,Apartment,Stolen,Evening
2019,May,Thursday,9,Bank And Other Financial Institutions,Stolen,Morning
2019,May,Tuesday,19,Parking Lots,Stolen,Evening
2019,June,Saturday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Sunday,14,Apartment,Stolen,Afternoon
2019,May,Tuesday,9,Private Property Structure,Stolen,Morning
2019,June,Saturday,14,"Single Home, House",Stolen,Afternoon
2019,June,Sunday,13,Apartment,Stolen,Afternoon
2019,May,Monday,23,"Single Home, House",Stolen,Evening
2019,June,Sunday,17,Private Property Structure,Stolen,Afternoon
2019,June,Sunday,1,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Saturday,7,"Single Home, House",Stolen,Morning
2019,June,Sunday,11,"Streets, Roads, Highways",Stolen,Morning
2019,May,Friday,20,Apartment,Stolen,Evening
2019,June,Saturday,5,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Monday,16,Private Property Structure,Stolen,Afternoon
2019,May,Friday,9,Parking Lots,Stolen,Morning
2019,June,Saturday,21,"Single Home, House",Stolen,Evening
2019,May,Sunday,3,Other Non Commercial / Corporate Places,Stolen,Overnight
2019,June,Monday,11,Apartment,Stolen,Morning
2019,May,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2019,May,Friday,10,Apartment,Stolen,Morning
2019,February,Sunday,10,Apartment,Stolen,Morning
2019,June,Monday,11,Apartment,Stolen,Morning
2019,May,Monday,12,Parking Lots,Stolen,Afternoon
2019,May,Friday,16,"Single Home, House",Stolen,Afternoon
2019,June,Sunday,16,Apartment,Stolen,Afternoon
2019,June,Tuesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,May,Monday,19,Apartment,Stolen,Evening
2019,May,Friday,16,"Single Home, House",Stolen,Afternoon
2019,June,Saturday,1,"Single Home, House",Stolen,Overnight
2019,June,Saturday,1,"Single Home, House",Stolen,Overnight
2019,May,Wednesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Monday,11,Parking Lots,Stolen,Morning
2019,June,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Monday,17,Unknown,Stolen,Afternoon
2019,May,Monday,11,Apartment,Stolen,Morning
2019,May,Friday,16,"Single Home, House",Stolen,Afternoon
2019,May,Monday,11,"Streets, Roads, Highways",Stolen,Morning
2019,May,Monday,19,Apartment,Stolen,Evening
2019,May,Wednesday,17,"Single Home, House",Stolen,Afternoon
2019,June,Wednesday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,May,Friday,22,Apartment,Stolen,Evening
2019,June,Wednesday,13,Apartment,Stolen,Afternoon
2019,June,Wednesday,14,Apartment,Stolen,Afternoon
2019,June,Wednesday,1,Apartment,Stolen,Overnight
2019,June,Wednesday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,June,Tuesday,10,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,May,Friday,15,Apartment,Stolen,Afternoon
2019,June,Tuesday,10,Apartment,Stolen,Morning
2019,June,Tuesday,12,"Single Home, House",Stolen,Afternoon
2019,May,Friday,4,Universities / Colleges,Stolen,Overnight
2019,June,Sunday,11,"Single Home, House",Stolen,Morning
2019,May,Wednesday,21,Apartment,Stolen,Evening
2019,May,Tuesday,23,Apartment,Stolen,Evening
2019,June,Thursday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,April,Monday,12,Apartment,Stolen,Afternoon
2019,June,Wednesday,17,Go Station,Stolen,Afternoon
2019,June,Tuesday,16,Apartment,Stolen,Afternoon
2019,April,Monday,12,Apartment,Stolen,Afternoon
2019,June,Thursday,10,Private Property Structure,Stolen,Morning
2019,June,Thursday,21,Parking Lots,Stolen,Evening
2019,June,Thursday,20,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,21,Parking Lots,Stolen,Evening
2019,June,Thursday,11,Private Property Structure,Stolen,Morning
2019,June,Thursday,17,Apartment,Stolen,Afternoon
2019,June,Sunday,7,Apartment,Stolen,Morning
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Monday,20,Schools During Un-Supervised Activity,Stolen,Evening
2019,June,Friday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Friday,4,Apartment,Stolen,Overnight
2019,June,Thursday,23,Private Property Structure,Stolen,Evening
2019,June,Thursday,8,Go Station,Stolen,Morning
2019,June,Thursday,15,Apartment,Stolen,Afternoon
2019,May,Thursday,22,"Streets, Roads, Highways",Stolen,Evening
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Friday,7,Bank And Other Financial Institutions,Stolen,Morning
2019,June,Friday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,June,Friday,18,"Streets, Roads, Highways",Stolen,Evening
2018,September,Saturday,19,Apartment,Stolen,Evening
2019,June,Saturday,14,Apartment,Stolen,Afternoon
2019,June,Friday,23,"Single Home, House",Stolen,Evening
2019,June,Saturday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,5,Apartment,Stolen,Overnight
2019,June,Friday,19,Private Property Structure,Stolen,Evening
2019,June,Saturday,18,Hospital / Institutions / Medical Facilities,Stolen,Evening
2019,June,Saturday,23,"Single Home, House",Stolen,Evening
2019,June,Saturday,18,"Streets, Roads, Highways",Stolen,Evening
2019,May,Monday,14,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Saturday,22,Apartment,Stolen,Evening
2019,May,Monday,16,Apartment,Stolen,Afternoon
2019,June,Saturday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,12,Parking Lots,Stolen,Afternoon
2019,June,Thursday,10,Go Station,Stolen,Morning
2019,June,Monday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Saturday,15,Ttc Subway Station,Stolen,Afternoon
2019,June,Saturday,23,"Single Home, House",Stolen,Evening
2019,June,Thursday,13,Apartment,Stolen,Afternoon
2019,June,Sunday,22,Apartment,Stolen,Evening
2019,May,Wednesday,11,Apartment,Stolen,Morning
2019,June,Saturday,17,Parking Lots,Stolen,Afternoon
2019,May,Saturday,10,Apartment,Stolen,Morning
2019,May,Wednesday,9,Apartment,Stolen,Morning
2019,May,Sunday,20,Apartment,Stolen,Evening
2019,June,Sunday,8,Parking Lots,Stolen,Morning
2019,June,Monday,18,Private Property Structure,Stolen,Evening
2019,June,Saturday,10,Private Property Structure,Stolen,Morning
2019,June,Monday,17,Apartment,Stolen,Afternoon
2019,June,Saturday,9,Apartment,Stolen,Morning
2019,June,Tuesday,5,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Tuesday,20,"Single Home, House",Stolen,Evening
2019,June,Wednesday,1,Apartment,Stolen,Overnight
2019,May,Saturday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Tuesday,4,"Single Home, House",Stolen,Overnight
2019,June,Friday,21,Apartment,Stolen,Evening
2019,June,Monday,19,Private Property Structure,Stolen,Evening
2019,June,Tuesday,4,"Single Home, House",Stolen,Overnight
2019,May,Monday,13,Apartment,Recovered,Afternoon
2019,June,Tuesday,2,"Streets, Roads, Highways",Stolen,Overnight
2019,May,Tuesday,14,Apartment,Stolen,Afternoon
2019,June,Saturday,8,Apartment,Stolen,Morning
2019,June,Tuesday,4,Apartment,Stolen,Overnight
2019,June,Friday,7,Go Train,Stolen,Morning
2019,June,Sunday,11,Apartment,Stolen,Morning
2019,June,Tuesday,20,"Single Home, House",Stolen,Evening
2019,May,Friday,11,Apartment,Stolen,Morning
2019,June,Tuesday,4,Private Property Structure,Stolen,Overnight
2019,June,Tuesday,20,Ttc Subway Station,Stolen,Evening
2019,June,Tuesday,2,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Tuesday,22,Apartment,Stolen,Evening
2019,May,Wednesday,19,Apartment,Stolen,Evening
2019,June,Tuesday,23,Apartment,Stolen,Evening
2019,June,Sunday,19,Apartment,Stolen,Evening
2019,June,Tuesday,18,Parking Lots,Stolen,Evening
2019,June,Wednesday,18,Apartment,Stolen,Evening
2019,June,Friday,14,Schools During Supervised Activity,Stolen,Afternoon
2019,June,Wednesday,10,Parking Lots,Stolen,Morning
2019,June,Tuesday,13,Apartment,Stolen,Afternoon
2019,June,Monday,17,Apartment,Stolen,Afternoon
2019,June,Tuesday,10,Private Property Structure,Stolen,Morning
2019,May,Tuesday,19,Apartment,Stolen,Evening
2019,May,Thursday,18,Ttc Subway Station,Stolen,Evening
2019,June,Thursday,11,Schools During Supervised Activity,Stolen,Morning
2019,June,Wednesday,8,"Single Home, House",Stolen,Morning
2019,June,Wednesday,17,Universities / Colleges,Stolen,Afternoon
2019,June,Friday,21,Apartment,Stolen,Evening
2019,June,Tuesday,11,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,23,"Single Home, House",Stolen,Evening
2019,May,Wednesday,13,Parking Lots,Stolen,Afternoon
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,June,Thursday,9,Apartment,Stolen,Morning
2019,June,Friday,10,"Single Home, House",Stolen,Morning
2019,June,Thursday,9,Apartment,Stolen,Morning
2019,June,Monday,14,"Single Home, House",Stolen,Afternoon
2019,June,Friday,20,"Streets, Roads, Highways",Stolen,Evening
2018,July,Thursday,16,Apartment,Stolen,Afternoon
2019,June,Friday,17,Apartment,Stolen,Afternoon
2019,June,Monday,14,"Single Home, House",Stolen,Afternoon
2019,June,Thursday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Friday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Tuesday,20,Apartment,Stolen,Evening
2019,June,Thursday,13,Apartment,Stolen,Afternoon
2019,June,Sunday,20,Private Property Structure,Stolen,Evening
2018,July,Thursday,16,Apartment,Stolen,Afternoon
2019,June,Friday,10,Apartment,Stolen,Morning
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,June,Thursday,18,Apartment,Stolen,Evening
2019,June,Thursday,21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Friday,10,Apartment,Stolen,Morning
2019,June,Wednesday,16,Schools During Un-Supervised Activity,Stolen,Afternoon
2019,June,Friday,22,Apartment,Unknown,Evening
2019,June,Saturday,18,"Single Home, House",Stolen,Evening
2019,June,Wednesday,22,Apartment,Stolen,Evening
2019,June,Saturday,8,Apartment,Stolen,Morning
2019,June,Wednesday,8,Parking Lots,Stolen,Morning
2019,June,Friday,20,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,12,Parking Lots,Stolen,Afternoon
2019,May,Monday,16,Private Property Structure,Stolen,Afternoon
2019,June,Tuesday,19,Private Property Structure,Stolen,Evening
2019,June,Friday,22,"Streets, Roads, Highways",Stolen,Evening
2019,June,Wednesday,16,Schools During Un-Supervised Activity,Stolen,Afternoon
2019,June,Friday,19,Parking Lots,Stolen,Evening
2019,May,Monday,16,Private Property Structure,Stolen,Afternoon
2019,June,Saturday,18,Apartment,Stolen,Evening
2019,June,Saturday,6,"Streets, Roads, Highways",Stolen,Morning
2019,June,Saturday,18,"Single Home, House",Stolen,Evening
2019,June,Sunday,3,Private Property Structure,Stolen,Overnight
2019,June,Thursday,17,Apartment,Stolen,Afternoon
2019,June,Saturday,20,Private Property Structure,Stolen,Evening
2019,June,Saturday,20,Private Property Structure,Stolen,Evening
2019,June,Sunday,18,Bar / Restaurant,Stolen,Evening
2019,June,Saturday,22,Apartment,Stolen,Evening
2019,June,Wednesday,9,Apartment,Stolen,Morning
2019,June,Saturday,18,Open Areas,Stolen,Evening
2019,June,Saturday,22,Apartment,Stolen,Evening
2019,June,Wednesday,21,Apartment,Stolen,Evening
2019,June,Saturday,1,Apartment,Stolen,Overnight
2019,June,Sunday,18,Bar / Restaurant,Stolen,Evening
2019,June,Saturday,18,"Single Home, House",Stolen,Evening
2019,June,Saturday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Saturday,18,"Single Home, House",Stolen,Evening
2019,June,Saturday,22,Bar / Restaurant,Stolen,Evening
2019,June,Friday,23,Apartment,Stolen,Evening
2019,June,Thursday,7,"Single Home, House",Stolen,Morning
2019,June,Saturday,22,Apartment,Stolen,Evening
2019,June,Sunday,21,Private Property Structure,Stolen,Evening
2019,June,Sunday,10,Apartment,Stolen,Morning
2019,June,Friday,14,Convenience Stores,Stolen,Afternoon
2019,June,Friday,17,"Single Home, House",Stolen,Afternoon
2019,June,Thursday,11,Private Property Structure,Stolen,Morning
2019,June,Monday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2019,May,Friday,9,Parking Lots,Stolen,Morning
2019,June,Saturday,17,Apartment,Stolen,Afternoon
2019,June,Monday,15,Religious Facilities,Stolen,Afternoon
2019,June,Sunday,21,Apartment,Stolen,Evening
2019,June,Wednesday,17,Apartment,Stolen,Afternoon
2019,June,Monday,16,Other Non Commercial / Corporate Places,Stolen,Afternoon
2019,June,Monday,19,Apartment,Stolen,Evening
2019,June,Friday,20,Apartment,Stolen,Evening
2019,June,Monday,15,Apartment,Stolen,Afternoon
2019,June,Monday,17,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,19,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,16,Apartment,Stolen,Afternoon
2019,June,Saturday,23,Apartment,Stolen,Evening
2019,June,Saturday,23,Apartment,Stolen,Evening
2019,June,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Saturday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Unknown,Afternoon
2019,June,Sunday,14,"Streets, Roads, Highways",Recovered,Afternoon
2019,June,Tuesday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Friday,23,"Streets, Roads, Highways",Stolen,Evening
2019,June,Saturday,20,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,16,Apartment,Stolen,Afternoon
2019,June,Monday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,7,Apartment,Stolen,Morning
2019,June,Thursday,19,Apartment,Stolen,Evening
2019,June,Tuesday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Tuesday,8,Other Passenger Train Station,Stolen,Morning
2019,June,Tuesday,10,Ttc Subway Station,Stolen,Morning
2019,June,Saturday,23,Apartment,Stolen,Evening
2019,June,Sunday,23,Apartment,Stolen,Evening
2019,June,Monday,13,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Sunday,16,"Single Home, House",Unknown,Afternoon
2019,June,Tuesday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Tuesday,5,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Tuesday,11,Schools During Supervised Activity,Stolen,Morning
2019,June,Monday,20,Apartment,Stolen,Evening
2019,June,Friday,19,Parking Lots,Stolen,Evening
2019,June,Monday,18,"Single Home, House",Stolen,Evening
2019,June,Tuesday,11,Schools During Supervised Activity,Stolen,Morning
2019,June,Tuesday,8,Apartment,Stolen,Morning
2019,June,Monday,21,"Streets, Roads, Highways",Stolen,Evening
2019,June,Tuesday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2019,June,Tuesday,9,"Streets, Roads, Highways",Stolen,Morning
2019,June,Monday,18,Apartment,Stolen,Evening
2019,June,Saturday,8,Apartment,Stolen,Morning
2019,June,Tuesday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Tuesday,4,"Single Home, House",Stolen,Overnight
2019,June,Monday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,15,Convenience Stores,Stolen,Afternoon
2019,June,Wednesday,18,Open Areas,Stolen,Evening
2019,June,Wednesday,6,Private Property Structure,Stolen,Morning
2019,June,Saturday,15,Parking Lots,Stolen,Afternoon
2019,June,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Monday,8,"Streets, Roads, Highways",Stolen,Morning
2019,June,Wednesday,19,Apartment,Stolen,Evening
2019,June,Friday,23,Commercial Dwelling Unit,Stolen,Evening
2019,June,Wednesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2019,May,Sunday,12,"Streets, Roads, Highways",Stolen,Afternoon
2019,June,Monday,11,Universities / Colleges,Stolen,Morning
2019,June,Sunday,1,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Wednesday,22,"Streets, Roads, Highways",Stolen,Evening
2019,June,Sunday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Wednesday,19,Apartment,Stolen,Evening
2019,June,Wednesday,18,Open Areas,Stolen,Evening
2019,June,Wednesday,14,Parking Lots,Stolen,Afternoon
2019,June,Wednesday,20,Schools During Un-Supervised Activity,Stolen,Evening
2019,June,Tuesday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2019,June,Wednesday,7,Apartment,Stolen,Morning
2019,June,Wednesday,4,Private Property Structure,Stolen,Overnight
2019,June,Thursday,21,Parking Lots,Stolen,Evening
2019,May,Thursday,9,Apartment,Stolen,Morning
2019,June,Thursday,1,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Wednesday,22,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,12,Gas Station,Stolen,Afternoon
2019,June,Friday,15,Apartment,Stolen,Afternoon
2019,June,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Thursday,15,Bar / Restaurant,Stolen,Afternoon
2019,June,Wednesday,4,"Streets, Roads, Highways",Stolen,Overnight
2019,June,Wednesday,4,Private Property Structure,Stolen,Overnight
2019,June,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2019,June,Wednesday,12,Unknown,Stolen,Afternoon
2019,June,Thursday,3,Apartment,Stolen,Overnight
